Error loading layout at './core/test-layouts': Path './core/test-layouts' either doesn't exist or is not a directory
Error loading layout from './layouts/test': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-gen': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-best': Is a directory (os error 21)
Error loading layout from './layouts/long-run': Is a directory (os error 21)
> gen: random restart greedy, 3 threads, top 1, from my-layout (2400s)

  1 layouts | best: -3.12T | 1/s | 0.7s   
  4 layouts | best: -1.58T | 3/s | 1.4s   
  7 layouts | best: -1.58T | 3/s | 2.1s   
  10 layouts | best: -1.46T | 2/s | 4.7s   
  13 layouts | best: -1.18T | 2/s | 5.4s   
  16 layouts | best: -1.18T | 2/s | 6.5s   
  17 layouts | best: -1.18T | 2/s | 8.6s   
  4.47K layouts | best: -1.00T | 2/s | 1938.3s   
  4.47K layouts | best: -1.00T | 2/s | 1939.1s   
  4.48K layouts | best: -1.00T | 2/s | 1939.8s   
  4.48K layouts | best: -1.00T | 2/s | 1940.4s   
  4.48K layouts | best: -1.00T | 2/s | 1941.2s   
  4.48K layouts | best: -1.00T | 2/s | 1941.9s   
  4.48K layouts | best: -1.00T | 2/s | 1942.7s   
  4.49K layouts | best: -1.00T | 2/s | 1943.4s   
  4.49K layouts | best: -1.00T | 2/s | 1944.1s   
  4.49K layouts | best: -1.00T | 2/s | 1944.8s   
  4.49K layouts | best: -1.00T | 2/s | 1945.6s   
  4.49K layouts | best: -1.00T | 2/s | 1946.3s   
  4.50K layouts | best: -1.00T | 2/s | 1947.1s   
  4.50K layouts | best: -1.00T | 2/s | 1947.8s   
  4.50K layouts | best: -1.00T | 2/s | 1948.8s   
  4.50K layouts | best: -1.00T | 2/s | 1949.5s   
  4.51K layouts | best: -1.00T | 2/s | 1950.4s   
  4.51K layouts | best: -1.00T | 2/s | 1952.3s   
  4.51K layouts | best: -1.00T | 2/s | 1952.8s   
  4.51K layouts | best: -1.00T | 2/s | 1953.5s   
  4.51K layouts | best: -1.00T | 2/s | 1954.2s   
  4.51K layouts | best: -1.00T | 2/s | 1955.0s   
  4.52K layouts | best: -1.00T | 2/s | 1956.0s   
  4.52K layouts | best: -1.00T | 2/s | 1956.7s   
  4.52K layouts | best: -1.00T | 2/s | 1957.6s   
  4.52K layouts | best: -1.00T | 2/s | 1959.4s   
  4.53K layouts | best: -1.00T | 2/s | 1960.1s   
  4.53K layouts | best: -1.00T | 2/s | 1960.8s   
  4.53K layouts | best: -1.00T | 2/s | 1961.3s   
  4.53K layouts | best: -1.00T | 2/s | 1962.0s   
  4.53K layouts | best: -1.00T | 2/s | 1962.7s   
  4.54K layouts | best: -1.00T | 2/s | 1963.4s   
  4.54K layouts | best: -1.00T | 2/s | 1964.2s   
  4.54K layouts | best: -1.00T | 2/s | 1964.9s   
  4.54K layouts | best: -1.00T | 2/s | 1965.4s   
  4.54K layouts | best: -1.00T | 2/s | 1966.3s   
  4.54K layouts | best: -1.00T | 2/s | 1967.0s   
  4.55K layouts | best: -1.00T | 2/s | 1967.8s   
  4.55K layouts | best: -1.00T | 2/s | 1968.5s   
  4.55K layouts | best: -1.00T | 2/s | 1969.2s   
  4.55K layouts | best: -1.00T | 2/s | 1969.7s   
  4.55K layouts | best: -1.00T | 2/s | 1970.8s   
  4.56K layouts | best: -1.00T | 2/s | 1971.5s   
  4.56K layouts | best: -1.00T | 2/s | 1972.5s   
  4.56K layouts | best: -1.00T | 2/s | 1973.2s   
  4.56K layouts | best: -1.00T | 2/s | 1974.2s   
  4.56K layouts | best: -1.00T | 2/s | 1974.9s   
  4.57K layouts | best: -1.00T | 2/s | 1975.7s   
  4.57K layouts | best: -1.00T | 2/s | 1976.5s   
  4.57K layouts | best: -1.00T | 2/s | 1978.0s   
  4.57K layouts | best: -1.00T | 2/s | 1978.9s   
  4.57K layouts | best: -1.00T | 2/s | 1979.5s   
  4.57K layouts | best: -1.00T | 2/s | 1980.3s   
  4.58K layouts | best: -1.00T | 2/s | 1981.0s   
  4.58K layouts | best: -1.00T | 2/s | 1981.7s   
  4.58K layouts | best: -1.00T | 2/s | 1982.5s   
  4.58K layouts | best: -1.00T | 2/s | 1983.2s   
  4.58K layouts | best: -1.00T | 2/s | 1984.0s   
  4.59K layouts | best: -1.00T | 2/s | 1984.7s   
  4.59K layouts | best: -1.00T | 2/s | 1985.2s   
  4.59K layouts | best: -1.00T | 2/s | 1986.8s   
  4.59K layouts | best: -1.00T | 2/s | 1987.5s   
  4.59K layouts | best: -1.00T | 2/s | 1988.2s   
  4.59K layouts | best: -1.00T | 2/s | 1988.9s   
  4.60K layouts | best: -1.00T | 2/s | 1989.5s   
  4.60K layouts | best: -1.00T | 2/s | 1990.3s   
  4.60K layouts | best: -1.00T | 2/s | 1991.0s   
  4.60K layouts | best: -1.00T | 2/s | 1991.8s   
  4.61K layouts | best: -1.00T | 2/s | 1992.6s   
  4.61K layouts | best: -1.00T | 2/s | 1993.3s   
  4.61K layouts | best: -1.00T | 2/s | 1994.0s   
  4.61K layouts | best: -1.00T | 2/s | 1994.7s   
  4.61K layouts | best: -1.00T | 2/s | 1995.4s   
  4.62K layouts | best: -1.00T | 2/s | 1996.3s   
  4.62K layouts | best: -1.00T | 2/s | 1997.0s   
  4.62K layouts | best: -1.00T | 2/s | 1997.8s   
  4.62K layouts | best: -1.00T | 2/s | 1998.5s   
  4.62K layouts | best: -1.00T | 2/s | 1999.2s   
  4.62K layouts | best: -1.00T | 2/s | 2000.1s   
  4.63K layouts | best: -1.00T | 2/s | 2000.8s   
  4.63K layouts | best: -1.00T | 2/s | 2001.5s   
  4.63K layouts | best: -1.00T | 2/s | 2002.4s   
  4.63K layouts | best: -1.00T | 2/s | 2003.1s   
  4.63K layouts | best: -1.00T | 2/s | 2004.3s   
  4.63K layouts | best: -1.00T | 2/s | 2004.9s   
  4.63K layouts | best: -1.00T | 2/s | 2005.6s   
  4.64K layouts | best: -1.00T | 2/s | 2006.3s   
  4.64K layouts | best: -1.00T | 2/s | 2007.1s   
  4.64K layouts | best: -1.00T | 2/s | 2007.9s   
  4.64K layouts | best: -1.00T | 2/s | 2008.7s   
  4.65K layouts | best: -1.00T | 2/s | 2009.6s   
  4.65K layouts | best: -1.00T | 2/s | 2010.8s   
  4.65K layouts | best: -1.00T | 2/s | 2011.5s   
  4.65K layouts | best: -1.00T | 2/s | 2012.2s   
  4.65K layouts | best: -1.00T | 2/s | 2013.4s   
  4.65K layouts | best: -1.00T | 2/s | 2014.2s   
  4.65K layouts | best: -1.00T | 2/s | 2014.8s   
  4.66K layouts | best: -1.00T | 2/s | 2015.7s   
  4.66K layouts | best: -1.00T | 2/s | 2016.4s   
  4.66K layouts | best: -1.00T | 2/s | 2017.2s   
  4.67K layouts | best: -1.00T | 2/s | 2017.9s   
  4.67K layouts | best: -1.00T | 2/s | 2018.9s   
  4.67K layouts | best: -1.00T | 2/s | 2019.4s   
  4.67K layouts | best: -1.00T | 2/s | 2020.2s   
  4.67K layouts | best: -1.00T | 2/s | 2020.9s   
  4.67K layouts | best: -1.00T | 2/s | 2021.7s   
  4.68K layouts | best: -1.00T | 2/s | 2022.5s   
  4.68K layouts | best: -1.00T | 2/s | 2023.2s   
  4.68K layouts | best: -1.00T | 2/s | 2023.9s   
  4.68K layouts | best: -1.00T | 2/s | 2024.7s   
  4.69K layouts | best: -1.00T | 2/s | 2025.4s   
  4.69K layouts | best: -1.00T | 2/s | 2026.1s   
  4.69K layouts | best: -1.00T | 2/s | 2026.9s   
  4.70K layouts | best: -1.00T | 2/s | 2029.1s   
  4.70K layouts | best: -1.00T | 2/s | 2029.8s   
  4.70K layouts | best: -1.00T | 2/s | 2030.3s   
  4.70K layouts | best: -1.00T | 2/s | 2031.1s   
  4.70K layouts | best: -1.00T | 2/s | 2031.9s   
  4.71K layouts | best: -1.00T | 2/s | 2032.6s   
  4.71K layouts | best: -1.00T | 2/s | 2033.1s   
  4.71K layouts | best: -1.00T | 2/s | 2033.8s   
  4.71K layouts | best: -1.00T | 2/s | 2034.6s   
  4.71K layouts | best: -1.00T | 2/s | 2035.4s   
  4.71K layouts | best: -1.00T | 2/s | 2036.5s   
  4.72K layouts | best: -1.00T | 2/s | 2037.2s   
  4.72K layouts | best: -1.00T | 2/s | 2038.0s   
  4.72K layouts | best: -1.00T | 2/s | 2038.7s   
  4.72K layouts | best: -1.00T | 2/s | 2039.4s   
  4.72K layouts | best: -1.00T | 2/s | 2040.1s   
  4.73K layouts | best: -1.00T | 2/s | 2040.9s   
  4.73K layouts | best: -1.00T | 2/s | 2041.7s   
  4.73K layouts | best: -1.00T | 2/s | 2042.7s   
  4.73K layouts | best: -1.00T | 2/s | 2043.4s   
  4.74K layouts | best: -1.00T | 2/s | 2044.1s   
  4.74K layouts | best: -1.00T | 2/s | 2044.8s   
  4.74K layouts | best: -1.00T | 2/s | 2045.5s   
  4.74K layouts | best: -1.00T | 2/s | 2046.6s   
  4.74K layouts | best: -1.00T | 2/s | 2047.2s   
  4.74K layouts | best: -1.00T | 2/s | 2048.1s   
  4.75K layouts | best: -1.00T | 2/s | 2049.1s   
  4.75K layouts | best: -1.00T | 2/s | 2049.8s   
  4.75K layouts | best: -1.00T | 2/s | 2050.6s   
  4.75K layouts | best: -1.00T | 2/s | 2051.3s   
  4.75K layouts | best: -1.00T | 2/s | 2052.0s   
  4.76K layouts | best: -1.00T | 2/s | 2052.7s   
  4.76K layouts | best: -1.00T | 2/s | 2053.5s   
  4.76K layouts | best: -1.00T | 2/s | 2054.0s   
  4.76K layouts | best: -1.00T | 2/s | 2054.7s   
  4.76K layouts | best: -1.00T | 2/s | 2055.5s   
  4.76K layouts | best: -1.00T | 2/s | 2056.2s   
  4.77K layouts | best: -1.00T | 2/s | 2056.9s   
  4.77K layouts | best: -1.00T | 2/s | 2057.5s   
  4.77K layouts | best: -1.00T | 2/s | 2058.2s   
  4.77K layouts | best: -1.00T | 2/s | 2058.9s   
  4.77K layouts | best: -1.00T | 2/s | 2059.6s   
  4.78K layouts | best: -1.00T | 2/s | 2060.4s   
  4.78K layouts | best: -1.00T | 2/s | 2061.1s   
  4.78K layouts | best: -1.00T | 2/s | 2061.8s   
  4.78K layouts | best: -1.00T | 2/s | 2063.2s   
  4.78K layouts | best: -1.00T | 2/s | 2064.0s   
  4.79K layouts | best: -1.00T | 2/s | 2064.5s   
  4.79K layouts | best: -1.00T | 2/s | 2065.1s   
  4.79K layouts | best: -1.00T | 2/s | 2065.8s   
  4.79K layouts | best: -1.00T | 2/s | 2066.5s   
  4.79K layouts | best: -1.00T | 2/s | 2067.1s   
  4.79K layouts | best: -1.00T | 2/s | 2068.1s   
  4.80K layouts | best: -1.00T | 2/s | 2068.8s   
  4.80K layouts | best: -1.00T | 2/s | 2069.5s   
  4.80K layouts | best: -1.00T | 2/s | 2070.2s   
  4.80K layouts | best: -1.00T | 2/s | 2072.6s   
  4.80K layouts | best: -1.00T | 2/s | 2073.1s   
  4.81K layouts | best: -1.00T | 2/s | 2073.8s   
  4.81K layouts | best: -1.00T | 2/s | 2074.5s   
  4.81K layouts | best: -1.00T | 2/s | 2075.3s   
  4.81K layouts | best: -1.00T | 2/s | 2076.0s   
  4.81K layouts | best: -1.00T | 2/s | 2076.7s   
  4.81K layouts | best: -1.00T | 2/s | 2077.3s   
  4.82K layouts | best: -1.00T | 2/s | 2078.0s   
  4.82K layouts | best: -1.00T | 2/s | 2078.9s   
  4.82K layouts | best: -1.00T | 2/s | 2079.6s   
  4.82K layouts | best: -1.00T | 2/s | 2080.3s   
  4.82K layouts | best: -1.00T | 2/s | 2081.0s   
  4.83K layouts | best: -1.00T | 2/s | 2081.6s   
  4.83K layouts | best: -1.00T | 2/s | 2082.3s   
  4.83K layouts | best: -1.00T | 2/s | 2083.0s   
  4.83K layouts | best: -1.00T | 2/s | 2084.0s   
  4.83K layouts | best: -1.00T | 2/s | 2084.7s   
  4.83K layouts | best: -1.00T | 2/s | 2085.5s   
  4.84K layouts | best: -1.00T | 2/s | 2086.1s   
  4.84K layouts | best: -1.00T | 2/s | 2086.8s   
  4.84K layouts | best: -1.00T | 2/s | 2087.6s   
  4.84K layouts | best: -1.00T | 2/s | 2088.4s   
  4.84K layouts | best: -1.00T | 2/s | 2089.0s   
  4.84K layouts | best: -1.00T | 2/s | 2089.8s   
  4.85K layouts | best: -1.00T | 2/s | 2090.6s   
  4.85K layouts | best: -1.00T | 2/s | 2091.1s   
  4.85K layouts | best: -1.00T | 2/s | 2092.7s   
  4.85K layouts | best: -1.00T | 2/s | 2093.4s   
  4.85K layouts | best: -1.00T | 2/s | 2094.0s   
  4.85K layouts | best: -1.00T | 2/s | 2094.9s   
  4.86K layouts | best: -1.00T | 2/s | 2095.7s   
  4.86K layouts | best: -1.00T | 2/s | 2097.0s   
  4.86K layouts | best: -1.00T | 2/s | 2098.5s   
  4.86K layouts | best: -1.00T | 2/s | 2099.3s   
  4.86K layouts | best: -1.00T | 2/s | 2100.1s   
  4.86K layouts | best: -1.00T | 2/s | 2100.9s   
  4.87K layouts | best: -1.00T | 2/s | 2102.0s   
  4.87K layouts | best: -1.00T | 2/s | 2102.8s   
  4.87K layouts | best: -1.00T | 2/s | 2103.5s   
  4.87K layouts | best: -1.00T | 2/s | 2104.3s   
  4.87K layouts | best: -1.00T | 2/s | 2105.0s   
  4.87K layouts | best: -1.00T | 2/s | 2105.7s   
  4.87K layouts | best: -1.00T | 2/s | 2106.4s   
  4.88K layouts | best: -1.00T | 2/s | 2107.2s   
  4.88K layouts | best: -1.00T | 2/s | 2107.9s   
  4.88K layouts | best: -1.00T | 2/s | 2108.6s   
  4.88K layouts | best: -1.00T | 2/s | 2109.2s   
  4.88K layouts | best: -1.00T | 2/s | 2109.8s   
  4.89K layouts | best: -1.00T | 2/s | 2110.9s   
  4.89K layouts | best: -1.00T | 2/s | 2112.6s   
  4.89K layouts | best: -1.00T | 2/s | 2114.3s   
  4.89K layouts | best: -1.00T | 2/s | 2115.0s   
  4.89K layouts | best: -1.00T | 2/s | 2115.7s   
  4.90K layouts | best: -1.00T | 2/s | 2116.4s   
  4.90K layouts | best: -1.00T | 2/s | 2117.1s   
  4.90K layouts | best: -1.00T | 2/s | 2117.8s   
  4.90K layouts | best: -1.00T | 2/s | 2118.7s   
  4.90K layouts | best: -1.00T | 2/s | 2119.5s   
  4.90K layouts | best: -1.00T | 2/s | 2120.4s   
  4.91K layouts | best: -1.00T | 2/s | 2121.1s   
  4.91K layouts | best: -1.00T | 2/s | 2121.8s   
  4.91K layouts | best: -1.00T | 2/s | 2122.4s   
  4.91K layouts | best: -1.00T | 2/s | 2123.1s   
  4.91K layouts | best: -1.00T | 2/s | 2123.9s   
  4.92K layouts | best: -1.00T | 2/s | 2124.6s   
  4.92K layouts | best: -1.00T | 2/s | 2125.7s   
  4.92K layouts | best: -1.00T | 2/s | 2126.4s   
  4.92K layouts | best: -1.00T | 2/s | 2127.4s   
  4.92K layouts | best: -1.00T | 2/s | 2128.1s   
  4.92K layouts | best: -1.00T | 2/s | 2128.9s   
  4.93K layouts | best: -1.00T | 2/s | 2129.8s   
  4.93K layouts | best: -1.00T | 2/s | 2130.6s   
  4.93K layouts | best: -1.00T | 2/s | 2131.3s   
  4.93K layouts | best: -1.00T | 2/s | 2132.0s   
  4.94K layouts | best: -1.00T | 2/s | 2132.6s   
  4.94K layouts | best: -1.00T | 2/s | 2133.4s   
  4.94K layouts | best: -1.00T | 2/s | 2134.1s   
  4.94K layouts | best: -1.00T | 2/s | 2134.9s   
  4.95K layouts | best: -1.00T | 2/s | 2135.7s   
  4.95K layouts | best: -1.00T | 2/s | 2136.5s   
  4.95K layouts | best: -1.00T | 2/s | 2137.2s   
  4.95K layouts | best: -1.00T | 2/s | 2137.9s   
  4.96K layouts | best: -1.00T | 2/s | 2138.6s   
  4.96K layouts | best: -1.00T | 2/s | 2139.3s   
  4.96K layouts | best: -1.00T | 2/s | 2139.9s   
  4.96K layouts | best: -1.00T | 2/s | 2140.8s   
  4.96K layouts | best: -1.00T | 2/s | 2141.7s   
  4.96K layouts | best: -1.00T | 2/s | 2142.4s   
  4.96K layouts | best: -1.00T | 2/s | 2143.0s   
  4.96K layouts | best: -1.00T | 2/s | 2143.6s   
  4.97K layouts | best: -1.00T | 2/s | 2144.4s   
  4.97K layouts | best: -1.00T | 2/s | 2145.9s   
  4.97K layouts | best: -1.00T | 2/s | 2146.6s   
  4.97K layouts | best: -1.00T | 2/s | 2147.3s   
  4.97K layouts | best: -1.00T | 2/s | 2148.0s   
  4.97K layouts | best: -1.00T | 2/s | 2148.8s   
  4.98K layouts | best: -1.00T | 2/s | 2149.6s   
  4.98K layouts | best: -1.00T | 2/s | 2151.8s   
  4.98K layouts | best: -1.00T | 2/s | 2152.6s   
  4.98K layouts | best: -1.00T | 2/s | 2153.3s   
  4.99K layouts | best: -1.00T | 2/s | 2154.1s   
  4.99K layouts | best: -1.00T | 2/s | 2154.8s   
  4.99K layouts | best: -1.00T | 2/s | 2155.5s   
  4.99K layouts | best: -1.00T | 2/s | 2156.2s   
  4.99K layouts | best: -1.00T | 2/s | 2157.4s   
  5.00K layouts | best: -1.00T | 2/s | 2158.1s   
  5.00K layouts | best: -1.00T | 2/s | 2158.8s   
  5.00K layouts | best: -1.00T | 2/s | 2159.9s   
  5.00K layouts | best: -1.00T | 2/s | 2160.6s   
  5.00K layouts | best: -1.00T | 2/s | 2161.4s   
  5.00K layouts | best: -1.00T | 2/s | 2162.2s   
  5.01K layouts | best: -1.00T | 2/s | 2162.8s   
  5.01K layouts | best: -1.00T | 2/s | 2163.7s   
  5.01K layouts | best: -1.00T | 2/s | 2164.4s   
  5.01K layouts | best: -1.00T | 2/s | 2165.1s   
  5.02K layouts | best: -1.00T | 2/s | 2165.8s   
  5.02K layouts | best: -1.00T | 2/s | 2166.5s   
  5.02K layouts | best: -1.00T | 2/s | 2167.6s   
  5.02K layouts | best: -1.00T | 2/s | 2168.4s   
  5.02K layouts | best: -1.00T | 2/s | 2169.2s   
  5.03K layouts | best: -1.00T | 2/s | 2171.2s   
  5.03K layouts | best: -1.00T | 2/s | 2172.0s   
  5.03K layouts | best: -1.00T | 2/s | 2172.8s   
  5.03K layouts | best: -1.00T | 2/s | 2173.9s   
  5.03K layouts | best: -1.00T | 2/s | 2174.5s   
  5.03K layouts | best: -1.00T | 2/s | 2176.0s   
  5.04K layouts | best: -1.00T | 2/s | 2176.8s   
  5.04K layouts | best: -1.00T | 2/s | 2177.5s   
  5.04K layouts | best: -1.00T | 2/s | 2178.6s   
  5.04K layouts | best: -1.00T | 2/s | 2179.5s   
  5.04K layouts | best: -1.00T | 2/s | 2180.1s   
  5.04K layouts | best: -1.00T | 2/s | 2181.0s   
  5.05K layouts | best: -1.00T | 2/s | 2181.8s   
  5.05K layouts | best: -1.00T | 2/s | 2182.5s   
  5.05K layouts | best: -1.00T | 2/s | 2183.2s   
  5.05K layouts | best: -1.00T | 2/s | 2183.9s   
  5.05K layouts | best: -1.00T | 2/s | 2184.5s   
  5.05K layouts | best: -1.00T | 2/s | 2185.5s   
  5.06K layouts | best: -1.00T | 2/s | 2186.2s   
  5.06K layouts | best: -1.00T | 2/s | 2187.0s   
  5.06K layouts | best: -1.00T | 2/s | 2187.6s   
  5.06K layouts | best: -1.00T | 2/s | 2188.3s   
  5.07K layouts | best: -1.00T | 2/s | 2189.0s   
  5.07K layouts | best: -1.00T | 2/s | 2189.9s   
  5.07K layouts | best: -1.00T | 2/s | 2190.9s   
  5.07K layouts | best: -1.00T | 2/s | 2191.5s   
  5.07K layouts | best: -1.00T | 2/s | 2192.2s   
  5.07K layouts | best: -1.00T | 2/s | 2193.4s   
  5.07K layouts | best: -1.00T | 2/s | 2194.2s   
  5.08K layouts | best: -1.00T | 2/s | 2194.9s   
  5.08K layouts | best: -1.00T | 2/s | 2196.0s   
  5.08K layouts | best: -1.00T | 2/s | 2196.7s   
  5.08K layouts | best: -1.00T | 2/s | 2197.9s   
  5.08K layouts | best: -1.00T | 2/s | 2198.7s   
  5.08K layouts | best: -1.00T | 2/s | 2199.2s   
  5.09K layouts | best: -1.00T | 2/s | 2199.9s   
  5.09K layouts | best: -1.00T | 2/s | 2200.7s   
  5.09K layouts | best: -1.00T | 2/s | 2201.6s   
  5.09K layouts | best: -1.00T | 2/s | 2202.3s   
  5.09K layouts | best: -1.00T | 2/s | 2203.2s   
  5.09K layouts | best: -1.00T | 2/s | 2203.9s   
  5.10K layouts | best: -1.00T | 2/s | 2204.6s   
  5.10K layouts | best: -1.00T | 2/s | 2205.5s   
  5.10K layouts | best: -1.00T | 2/s | 2206.2s   
  5.10K layouts | best: -1.00T | 2/s | 2207.1s   
  5.10K layouts | best: -1.00T | 2/s | 2208.5s   
  5.10K layouts | best: -1.00T | 2/s | 2209.1s   
  5.11K layouts | best: -1.00T | 2/s | 2209.6s   
  5.11K layouts | best: -1.00T | 2/s | 2210.4s   
  5.11K layouts | best: -1.00T | 2/s | 2211.1s   
  5.11K layouts | best: -1.00T | 2/s | 2211.8s   
  5.11K layouts | best: -1.00T | 2/s | 2212.6s   
  5.11K layouts | best: -1.00T | 2/s | 2213.3s   
  5.12K layouts | best: -1.00T | 2/s | 2214.0s   
  5.12K layouts | best: -1.00T | 2/s | 2214.8s   
  5.12K layouts | best: -1.00T | 2/s | 2215.5s   
  5.12K layouts | best: -1.00T | 2/s | 2216.2s   
  5.12K layouts | best: -1.00T | 2/s | 2216.9s   
  5.13K layouts | best: -1.00T | 2/s | 2217.7s   
  5.13K layouts | best: -1.00T | 2/s | 2218.5s   
  5.13K layouts | best: -1.00T | 2/s | 2219.9s   
  5.13K layouts | best: -1.00T | 2/s | 2220.6s   
  5.13K layouts | best: -1.00T | 2/s | 2221.3s   
  5.14K layouts | best: -1.00T | 2/s | 2222.0s   
  5.14K layouts | best: -1.00T | 2/s | 2222.8s   
  5.14K layouts | best: -1.00T | 2/s | 2223.6s   
  5.14K layouts | best: -1.00T | 2/s | 2224.3s   
  5.15K layouts | best: -1.00T | 2/s | 2225.3s   
  5.15K layouts | best: -1.00T | 2/s | 2226.0s   
  5.15K layouts | best: -1.00T | 2/s | 2226.8s   
  5.15K layouts | best: -1.00T | 2/s | 2227.5s   
  5.15K layouts | best: -1.00T | 2/s | 2228.2s   
  5.16K layouts | best: -1.00T | 2/s | 2228.9s   
  5.16K layouts | best: -1.00T | 2/s | 2229.7s   
  5.16K layouts | best: -1.00T | 2/s | 2230.4s   
  5.16K layouts | best: -1.00T | 2/s | 2231.6s   
  5.17K layouts | best: -1.00T | 2/s | 2232.3s   
  5.17K layouts | best: -1.00T | 2/s | 2233.0s   
  5.17K layouts | best: -1.00T | 2/s | 2233.8s   
  5.17K layouts | best: -1.00T | 2/s | 2234.5s   
  5.17K layouts | best: -1.00T | 2/s | 2235.2s   
  5.17K layouts | best: -1.00T | 2/s | 2235.9s   
  5.18K layouts | best: -1.00T | 2/s | 2236.7s   
  5.18K layouts | best: -1.00T | 2/s | 2237.4s   
  5.18K layouts | best: -1.00T | 2/s | 2238.2s   
  5.18K layouts | best: -1.00T | 2/s | 2239.0s   
  5.18K layouts | best: -1.00T | 2/s | 2239.7s   
  5.19K layouts | best: -1.00T | 2/s | 2240.5s   
  5.19K layouts | best: -1.00T | 2/s | 2241.3s   
  5.19K layouts | best: -1.00T | 2/s | 2242.0s   
  5.19K layouts | best: -1.00T | 2/s | 2242.8s   
  5.19K layouts | best: -1.00T | 2/s | 2243.3s   
  5.20K layouts | best: -1.00T | 2/s | 2244.1s   
  5.20K layouts | best: -1.00T | 2/s | 2244.8s   
  5.20K layouts | best: -1.00T | 2/s | 2245.6s   
  5.20K layouts | best: -1.00T | 2/s | 2246.3s   
  5.20K layouts | best: -1.00T | 2/s | 2247.0s   
  5.21K layouts | best: -1.00T | 2/s | 2247.8s   
  5.21K layouts | best: -1.00T | 2/s | 2248.6s   
  5.21K layouts | best: -1.00T | 2/s | 2249.3s   
  5.21K layouts | best: -1.00T | 2/s | 2250.0s   
  5.21K layouts | best: -1.00T | 2/s | 2250.7s   
  5.21K layouts | best: -1.00T | 2/s | 2251.5s   
  5.21K layouts | best: -1.00T | 2/s | 2252.2s   
  5.22K layouts | best: -1.00T | 2/s | 2252.9s   
  5.22K layouts | best: -1.00T | 2/s | 2253.4s   
  5.22K layouts | best: -1.00T | 2/s | 2254.1s   
  5.22K layouts | best: -1.00T | 2/s | 2254.7s   
  5.22K layouts | best: -1.00T | 2/s | 2255.8s   
  5.23K layouts | best: -1.00T | 2/s | 2256.7s   
  5.23K layouts | best: -1.00T | 2/s | 2257.4s   
  5.23K layouts | best: -1.00T | 2/s | 2258.2s   
  5.23K layouts | best: -1.00T | 2/s | 2258.9s   
  5.23K layouts | best: -1.00T | 2/s | 2259.7s   
  5.23K layouts | best: -1.00T | 2/s | 2260.3s   
  5.24K layouts | best: -1.00T | 2/s | 2261.0s   
  5.24K layouts | best: -1.00T | 2/s | 2261.7s   
  5.24K layouts | best: -1.00T | 2/s | 2262.4s   
  5.24K layouts | best: -1.00T | 2/s | 2263.1s   
  5.25K layouts | best: -1.00T | 2/s | 2265.7s   
  5.25K layouts | best: -1.00T | 2/s | 2266.3s   
  5.25K layouts | best: -1.00T | 2/s | 2267.0s   
  5.25K layouts | best: -1.00T | 2/s | 2267.8s   
  5.25K layouts | best: -1.00T | 2/s | 2268.5s   
  5.25K layouts | best: -1.00T | 2/s | 2269.2s   
  5.26K layouts | best: -1.00T | 2/s | 2270.0s   
  5.26K layouts | best: -1.00T | 2/s | 2270.8s   
  5.26K layouts | best: -1.00T | 2/s | 2271.6s   
  5.26K layouts | best: -1.00T | 2/s | 2272.1s   
  5.26K layouts | best: -1.00T | 2/s | 2273.0s   
  5.26K layouts | best: -1.00T | 2/s | 2273.7s   
  5.27K layouts | best: -1.00T | 2/s | 2274.8s   
  5.27K layouts | best: -1.00T | 2/s | 2275.5s   
  5.27K layouts | best: -1.00T | 2/s | 2276.6s   
  5.27K layouts | best: -1.00T | 2/s | 2277.4s   
  5.27K layouts | best: -1.00T | 2/s | 2278.0s   
  5.27K layouts | best: -1.00T | 2/s | 2278.8s   
  5.28K layouts | best: -1.00T | 2/s | 2279.7s   
  5.28K layouts | best: -1.00T | 2/s | 2280.4s   
  5.28K layouts | best: -1.00T | 2/s | 2282.0s   
  5.28K layouts | best: -1.00T | 2/s | 2283.6s   
  5.28K layouts | best: -1.00T | 2/s | 2284.8s   
  5.28K layouts | best: -1.00T | 2/s | 2285.6s   
  5.29K layouts | best: -1.00T | 2/s | 2286.3s   
  5.29K layouts | best: -1.00T | 2/s | 2287.3s   
  5.29K layouts | best: -1.00T | 2/s | 2287.9s   
  5.29K layouts | best: -1.00T | 2/s | 2288.7s   
  5.29K layouts | best: -1.00T | 2/s | 2289.7s   
  5.29K layouts | best: -1.00T | 2/s | 2290.4s   
  5.29K layouts | best: -1.00T | 2/s | 2291.2s   
  5.30K layouts | best: -1.00T | 2/s | 2291.9s   
  5.30K layouts | best: -1.00T | 2/s | 2292.7s   
  5.30K layouts | best: -1.00T | 2/s | 2293.4s   
  5.30K layouts | best: -1.00T | 2/s | 2294.1s   
  5.30K layouts | best: -1.00T | 2/s | 2294.8s   
  5.31K layouts | best: -1.00T | 2/s | 2295.7s   
  5.31K layouts | best: -1.00T | 2/s | 2296.4s   
  5.31K layouts | best: -1.00T | 2/s | 2297.2s   
  5.31K layouts | best: -1.00T | 2/s | 2297.7s   
  5.31K layouts | best: -1.00T | 2/s | 2298.4s   
  5.31K layouts | best: -1.00T | 2/s | 2299.2s   
  5.31K layouts | best: -1.00T | 2/s | 2299.9s   
  5.31K layouts | best: -1.00T | 2/s | 2300.4s   
  5.32K layouts | best: -1.00T | 2/s | 2301.1s   
